,string,x,y
22452,go down  five and then move ninety-one to the left,-91,-5
22453,go down  forty and then move one to the left,-1,-40
22454,go down  eight and then move twenty-two to the left,-22,-8
22455,go down  seventy-nine and then move fifty-three to the left,-53,-79
22456,go down  one hundred and then move thirty-two to the left,-32,-100
22457,go down  fourteen and then move fourteen to the left,-14,-14
22458,go down  twenty-one and then move four to the left,-4,-21
22459,go down  thirteen and then move twenty-three to the left,-23,-13
22460,go down  sixty and then move fifty-two to the left,-52,-60
22461,go down  twenty-seven and then move eighty to the left,-80,-27
22462,go down  fifty-four and then move thirty-four to the left,-34,-54
22463,go down  nine and then move sixty-six to the left,-66,-9
22464,go down  seventy-four and then move thirty-five to the left,-35,-74
22465,go down  seventy-two and then move sixty-two to the left,-62,-72
22466,go down  forty-four and then move sixty-eight to the left,-68,-44
22467,go down  twenty-nine and then move forty-three to the left,-43,-29
22468,go down  thirty-six and then move ninety-one to the left,-91,-36
22469,go down  eighteen and then move eighty-nine to the left,-89,-18
22470,go down  seventy-three and then move ninety to the left,-90,-73
22471,go down  eight and then move twenty-seven to the left,-27,-8
22472,go down  eighty-two and then move sixty-four to the left,-64,-82
22473,go down  thirty-six and then move seventy-seven to the left,-77,-36
22474,go down  eleven and then move thirty-four to the left,-34,-11
22475,go down  forty-seven and then move thirty-nine to the left,-39,-47
22476,go down  sixty and then move ninety to the left,-90,-60
22477,go down  twenty-one and then move twenty-three to the left,-23,-21
22478,go down  sixty-nine and then move fifty-five to the left,-55,-69
22479,go down  eighty-seven and then move ninety-five to the left,-95,-87
22480,go down  thirty-one and then move eighty-two to the left,-82,-31
22481,go down  ninety-four and then move fifty-eight to the left,-58,-94
22482,go down  fourteen and then move ninety-six to the left,-96,-14
22483,go down  eighteen and then move thirty-eight to the left,-38,-18
22484,go down  twenty-four and then move two to the left,-2,-24
22485,go down  eighty-five and then move forty-six to the left,-46,-85
22486,go down  sixty-three and then move fifty-eight to the left,-58,-63
22487,go down  eighty-nine and then move fifty-five to the left,-55,-89
22488,go down  seventy-nine and then move ninety-seven to the left,-97,-79
22489,go down  three and then move twenty-six to the left,-26,-3
22490,go down  thirty-three and then move fifteen to the left,-15,-33
22491,go down  twenty and then move seventy to the left,-70,-20
22492,go down  twenty-nine and then move forty-nine to the left,-49,-29
22493,go down  seventy-nine and then move fifty-five to the left,-55,-79
22494,go down  thirty-two and then move ninety-six to the left,-96,-32
22495,go down  ninety-nine and then move sixty-one to the left,-61,-99
22496,go down  sixty-five and then move eighty-six to the left,-86,-65
22497,go down  thirty-eight and then move sixty to the left,-60,-38
22498,go down  seventy-nine and then move thirty-eight to the left,-38,-79
22499,go down  sixty and then move ninety-five to the left,-95,-60
22500,go down  forty-four and then move thirty-four to the left,-34,-44
22501,go down  twenty-five and then move seventy-one to the left,-71,-25
22502,go down  seventy-eight and then move forty to the left,-40,-78
22503,go down  eighteen and then move fifty-five to the left,-55,-18
22504,go down  ninety-three and then move fifty-two to the left,-52,-93
22505,go down  thirteen and then move ninety-four to the left,-94,-13
22506,go down  forty-eight and then move seventy-one to the left,-71,-48
22507,go down  sixteen and then move eighty-seven to the left,-87,-16
22508,go down  forty and then move thirty-eight to the left,-38,-40
22509,go down  eight and then move seventy to the left,-70,-8
22510,go down  thirty-four and then move thirty-three to the left,-33,-34
22511,go down  twenty and then move twenty-four to the left,-24,-20
22512,go down  ninety-four and then move ninety-four to the left,-94,-94
22513,go down  eighty-two and then move fifty-five to the left,-55,-82
22514,go down  twenty-one and then move sixty-six to the left,-66,-21
22515,go down  ninety-nine and then move thirty to the left,-30,-99
22516,go down  twenty-eight and then move thirty-three to the left,-33,-28
22517,go down  forty-seven and then move one hundred to the left,-100,-47
22518,go down  fifty-eight and then move seventy-three to the left,-73,-58
22519,go down  twenty-four and then move twenty-nine to the left,-29,-24
22520,go down  eighty-two and then move eighty-seven to the left,-87,-82
22521,go down  fifty-five and then move eighty-one to the left,-81,-55
22522,go down  forty-nine and then move forty-seven to the left,-47,-49
22523,go down  nineteen and then move fifty-six to the left,-56,-19
22524,go down  eighteen and then move seventy to the left,-70,-18
22525,go down  forty-six and then move seventy to the left,-70,-46
22526,go down  ninety-nine and then move eighty-one to the left,-81,-99
22527,go down  five and then move thirty-four to the left,-34,-5
22528,go down  forty and then move forty-six to the left,-46,-40
22529,go down  ninety-one and then move eighteen to the left,-18,-91
22530,go down  sixty-five and then move eighty-three to the left,-83,-65
22531,go down  ninety-nine and then move nineteen to the left,-19,-99
22532,go down  forty and then move eighty-eight to the left,-88,-40
22533,go down  fifty-three and then move thirty-seven to the left,-37,-53
22534,go down  sixty-nine and then move six to the left,-6,-69
22535,go down  two and then move nine to the left,-9,-2
22536,go down  thirty-two and then move ninety-four to the left,-94,-32
22537,go down  thirty-seven and then move sixty-two to the left,-62,-37
22538,go down  sixteen and then move eighty to the left,-80,-16
22539,go down  fifty-five and then move thirty to the left,-30,-55
22540,go down  eight and then move thirty-three to the left,-33,-8
22541,go down  ninety-eight and then move fifty-three to the left,-53,-98
22542,go down  forty-eight and then move sixty-one to the left,-61,-48
22543,go down  seventy-four and then move sixty-nine to the left,-69,-74
22544,go down  eighty-one and then move one hundred to the left,-100,-81
22545,go down  sixty-three and then move eighteen to the left,-18,-63
22546,go down  seventy-three and then move ninety-five to the left,-95,-73
22547,go down  forty-four and then move thirty-three to the left,-33,-44
22548,go down  forty-one and then move fifty to the left,-50,-41
22549,go down  eighty-eight and then move ninety-three to the left,-93,-88
22550,go down  twenty-five and then move forty-one to the left,-41,-25
22551,go down  ninety-six and then move forty-nine to the left,-49,-96
22552,go down  fifty and then move four to the left,-4,-50
22553,go down  fifty-eight and then move forty-two to the left,-42,-58
22554,go down  seventy-two and then move sixty-two to the left,-62,-72
22555,go down  thirty-six and then move fifty-four to the left,-54,-36
22556,go down  four and then move twenty-three to the left,-23,-4
22557,go down  ninety-eight and then move one to the left,-1,-98
22558,go down  one and then move eighty-three to the left,-83,-1
22559,go down  nine and then move eighty-five to the left,-85,-9
22560,go down  twelve and then move eight to the left,-8,-12
22561,go down  eight and then move seventy-eight to the left,-78,-8
22562,go down  thirty-six and then move forty-one to the left,-41,-36
22563,go down  fifty-one and then move seventy-seven to the left,-77,-51
22564,go down  eighty and then move ninety-six to the left,-96,-80
22565,go down  thirty-six and then move three to the left,-3,-36
22566,go down  fifty-seven and then move five to the left,-5,-57
22567,go down  seventeen and then move five to the left,-5,-17
22568,go down  seventy-six and then move eighty-seven to the left,-87,-76
22569,go down  forty-three and then move eighty-four to the left,-84,-43
22570,go down  twenty-two and then move eighty-nine to the left,-89,-22
22571,go down  sixty-two and then move seventy-seven to the left,-77,-62
22572,go down  eighty-six and then move six to the left,-6,-86
22573,go down  sixty-nine and then move fifty-nine to the left,-59,-69
22574,go down  ninety-two and then move sixty-one to the left,-61,-92
22575,go down  forty-one and then move eighteen to the left,-18,-41
22576,go down  ninety-seven and then move forty-one to the left,-41,-97
22577,go down  thirty-four and then move seventy-six to the left,-76,-34
22578,go down  eighty-six and then move twenty-five to the left,-25,-86
22579,go down  forty-three and then move ninety-nine to the left,-99,-43
22580,go down  four and then move eighty-three to the left,-83,-4
22581,go down  twenty and then move two to the left,-2,-20
22582,go down  ninety-two and then move twenty-nine to the left,-29,-92
22583,go down  sixty and then move thirty-five to the left,-35,-60
22584,go down  twenty-six and then move twenty-one to the left,-21,-26
22585,go down  five and then move sixteen to the left,-16,-5
22586,go down  seventeen and then move seventeen to the left,-17,-17
22587,go down  twenty-five and then move sixty-six to the left,-66,-25
22588,go down  seventy-eight and then move ninety-nine to the left,-99,-78
22589,go down  eighty-seven and then move thirty-nine to the left,-39,-87
22590,go down  thirty-one and then move eighty-one to the left,-81,-31
22591,go down  thirty-two and then move ninety-four to the left,-94,-32
22592,go down  twenty-six and then move ten to the left,-10,-26
22593,go down  eighty-five and then move seventy to the left,-70,-85
22594,go down  twenty-three and then move ninety-nine to the left,-99,-23
22595,go down  fifty-two and then move ninety-three to the left,-93,-52
22596,go down  eighteen and then move twenty-four to the left,-24,-18
22597,go down  fifty-eight and then move fifty-seven to the left,-57,-58
